0,0,0.127218
1,0,0.244342
2,0,0.385066
3,0,0.526799
4,0,0.647793
5,0,0.737961
6,0,0.797548
7,0,0.830796
8,0,0.841368
9,0,0.830217
10,0,0.794642
11,0,0.727978
12,0,0.621428
13,0,0.472594
14,0,0.301923
15,0,0.153554
16,0,0.059466
17,0,0.018441
18,0,0.013048
19,0,0.026358
20,0,0.046008
21,0,0.063131
22,0,0.071573
23,0,0.068334
24,0,0.054113
25,0,0.032855
26,0,0.010218
27,0,-0.008157
28,0,-0.017513
29,0,-0.013653
30,0,0.007856
31,0,0.051708
32,0,0.120850
33,0,0.212384
34,0,0.314747
35,0,0.411273
36,0,0.488346
37,0,0.539724
38,0,0.564858
39,0,0.565561
40,0,0.544054
41,0,0.502626
42,0,0.444261
43,0,0.373445
44,0,0.296350
45,0,0.219908
46,0,0.150108
47,0,0.090689
48,0,0.042972
49,0,0.006590
50,0,-0.019549
51,0,-0.036445
52,0,-0.044428
53,0,-0.042833
54,0,-0.030068
55,0,-0.004336
56,0,0.034780
57,0,0.084283
58,0,0.136739
59,0,0.181861
60,0,0.210153
61,0,0.216116
62,0,0.199496
63,0,0.165052
64,0,0.121265
65,0,0.077876
66,0,0.042916
67,0,0.020747
68,0,0.011813
69,0,0.013466
70,0,0.021132
71,0,0.029680
72,0,0.035039
73,0,0.035813
74,0,0.034512
75,0,0.038345
76,0,0.059535
77,0,0.113855
78,0,0.213674
79,0,0.354014
80,0,0.506459
81,0,0.638611
82,0,0.735034
83,0,0.795445
84,0,0.824237
85,0,0.823939
86,0,0.792597
87,0,0.723198
88,0,0.606572
89,0,0.443413
90,0,0.263243
91,0,0.115819
92,0,0.027371
93,0,-0.008670
94,0,-0.007533
95,0,0.021126
96,0,0.072586
97,0,0.140155
98,0,0.210364
99,0,0.266206
100,0,0.294821
101,0,0.291325
102,0,0.258036
103,0,0.202812
104,0,0.137366
105,0,0.074574
106,0,0.026070
107,0,0.003100
108,0,0.020878
109,0,0.100524
110,0,0.253777
111,0,0.447351
112,0,0.613952
113,0,0.719094
114,0,0.766141
115,0,0.765668
116,0,0.721565
117,0,0.631513
118,0,0.496015
119,0,0.333391
120,0,0.181880
121,0,0.072033
122,0,0.007187
123,0,-0.025103
124,0,-0.038297
125,0,-0.041752
126,0,-0.040916
127,0,-0.038668
128,0,-0.036371
129,0,-0.034486
130,0,-0.032912
131,0,-0.031224
132,0,-0.028852
133,0,-0.025200
134,0,-0.019677
135,0,-0.011597
136,0,0.000065
137,0,0.017087
138,0,0.042597
139,0,0.081691
140,0,0.141415
141,0,0.228582
142,0,0.343766
143,0,0.474616
144,0,0.598941
145,0,0.698548
146,0,0.767664
147,0,0.809810
148,0,0.831712
149,0,0.839844
150,0,0.839217
151,0,0.832838
152,0,0.821176
153,0,0.801860
154,0,0.770020
155,0,0.719414
156,0,0.644432
157,0,0.543265
158,0,0.421833
159,0,0.295476
160,0,0.183894
161,0,0.101162
162,0,0.050350
163,0,0.026134
164,0,0.020012
165,0,0.023816
166,0,0.031189
167,0,0.038058
168,0,0.042667
169,0,0.045117
170,0,0.046436
171,0,0.047503
172,0,0.048346
173,0,0.048067
174,0,0.045347
175,0,0.039234
176,0,0.029994
177,0,0.020024
178,0,0.015123
179,0,0.026357
180,0,0.071253
181,0,0.168824
182,0,0.320528
183,0,0.492373
184,0,0.640067
185,0,0.745811
186,0,0.814267
187,0,0.855425
188,0,0.876877
189,0,0.882586
190,0,0.873207
191,0,0.846183
192,0,0.795317
193,0,0.710750
194,0,0.582920
195,0,0.416834
196,0,0.248764
197,0,0.125768
198,0,0.063332
199,0,0.050294
0,1,0.031995
1,1,0.111707
2,1,0.230686
3,1,0.379802
4,1,0.532161
5,1,0.660277
6,1,0.752298
7,1,0.809742
8,1,0.838320
9,1,0.842172
10,1,0.821693
11,1,0.772843
12,1,0.687647
13,1,0.558842
14,1,0.393747
15,1,0.228296
16,1,0.106586
17,1,0.042292
18,1,0.021157
19,1,0.023267
20,1,0.033496
21,1,0.042361
22,1,0.044632
